title,doi,year,journal,authors,url,bibtex
Assessing the Effectiveness of LLMs in Android Application Vulnerability Analysis,10.1007/978-3-031-85593-1_9,2025,Attacks and Defenses for the Internet-of-Things,Vasileios Kouliaridis; Georgios Karopoulos; Georgios Kambourakis,https://link.springer.com/chapter/10.1007/978-3-031-85593-1_9,"@InProceedings{10.1007/978-3-031-85593-1_9,
author=""Kouliaridis, Vasileios
and Karopoulos, Georgios
and Kambourakis, Georgios"",
editor=""Meng, Weizhi
and Yung, Moti
and Shao, Jun"",
title=""Assessing the Effectiveness of LLMs in Android Application Vulnerability Analysis"",
booktitle=""Attacks and Defenses for the Internet-of-Things"",
year=""2025"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""139--154"",
abstract=""The increasing frequency of attacks on Android applications coupled with the recent popularity of large language models (LLMs) necessitates a comprehensive understanding of the capabilities of the latter in identifying potential vulnerabilities, which is key to mitigate the overall risk. To this end, the work at hand compares the ability of nine state-of-the-art LLMs to detect Android code vulnerabilities listed in the latest Open Worldwide Application Security Project (OWASP) Mobile Top 10. Each LLM was evaluated against an open dataset of over 100 vulnerable code samples, assessing each model's ability to identify key vulnerabilities. Our analysis reveals the strengths and weaknesses of each LLM, identifying important factors that contribute to their performance. Additionally, we offer insights into context augmentation with retrieval-augmented generation (RAG) for detecting Android code vulnerabilities, which in turn may propel secure application development. Finally, while the reported findings regarding code vulnerability analysis show promise, they also reveal significant discrepancies among the different LLMs."",
isbn=""978-3-031-85593-1""
}"
Insights from Running 24 Static Analysis Tools on Open Source Software Repositories,10.1007/978-3-031-80020-7_13,2025,Information Systems Security,Fabiha Hashmat; Zeyad Alwaleed Aljaali; ... Aravind Machiry,https://link.springer.com/chapter/10.1007/978-3-031-80020-7_13,"@InProceedings{10.1007/978-3-031-80020-7_13,
author=""Hashmat, Fabiha
and Aljaali, Zeyad Alwaleed
and Shen, Mingjie
and Machiry, Aravind"",
editor=""Patil, Vishwas T.
and Krishnan, Ram
and Shyamasundar, Rudrapatna K."",
title=""Insights from Running 24 Static Analysis Tools on Open Source Software Repositories"",
booktitle=""Information Systems Security"",
year=""2025"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""225--245"",
abstract=""OSS is important and useful. We want to ensure that it is of high quality and has no security issues. Static analysis tools provide easy-to-use and application-independent mechanisms to assess various aspects of a given code. Many effective open-source static analysis tools exist. In this paper, we perform the first comprehensive analysis using 24 open-source static analysis tools (through Omega Analyzer) on 4,947 repositories. Our study identified several interesting findings, such as the distribution of errors in relation to the criticality score of repositories shows that repositories with a criticality score have the highest percentage of errors. We envision that our findings provide insights into the effectiveness of static analysis tools on OSS and future research directions in securing OSS repositories."",
isbn=""978-3-031-80020-7""
}"
Beyond Copy–Pasting—Contextualizing LLMs for Secure Code Generation,10.1007/978-981-97-5791-6_15,2024,Innovations in Cybersecurity and Data Science,S. Arjun; Durjoy Majumdar; ... Shaik Muzamil Raheman,https://link.springer.com/chapter/10.1007/978-981-97-5791-6_15,"@InProceedings{10.1007/978-981-97-5791-6_15,
author=""Arjun, S.
and Majumdar, Durjoy
and Nabin, Asadur Zaman
and Sharma, Anuj Kandel
and Raheman, Shaik Muzamil"",
editor=""Basha, Syed Muzamil
and Taherdoost, Hamed
and Zanchettin, Cleber"",
title=""Beyond Copy--Pasting---Contextualizing LLMs for Secure Code Generation"",
booktitle=""Innovations in Cybersecurity and Data Science"",
year=""2024"",
publisher=""Springer Nature Singapore"",
address=""Singapore"",
pages=""185--200"",
abstract=""The transformative impact of Large Language Models (LLMs) and Co-pilots on software development is undeniable, substantially boosting developer productivity and accelerating code creation. However, amid these advancements, the critical need to scrutinize code recommendations from a security standpoint becomes increasingly apparent. This study goes beyond assessing code snippets generated by LLMs and co-pilots; it seeks to propose strategic contextualization tactics on Secure Coding Practices (SCPs) for developers. The objective is twofold: to comprehensively evaluate code snippets (qualitative analysis) for security vulnerabilities generated by LLMs or co-pilots, and to empower developers with actionable strategies and recommendations to contextualize or fine-tune their LLMs effectively. By presenting strategic contextualization as a proactive solution, this research aims to enhancing the security of code generated by LLMs and co-pilots, aligning with accelerated development with robust security practices."",
isbn=""978-981-97-5791-6""
}"
Security Analysis of Top-Ranked mHealth Fitness Apps: An Empirical Study,10.1007/978-3-031-79007-2_19,2025,Secure IT Systems,Albin Forsberg; Leonardo Horn Iwaya,https://link.springer.com/chapter/10.1007/978-3-031-79007-2_19,"@InProceedings{10.1007/978-3-031-79007-2_19,
author=""Forsberg, Albin
and Iwaya, Leonardo Horn"",
editor=""Horn Iwaya, Leonardo
and Kamm, Liina
and Martucci, Leonardo
and Pulls, Tobias"",
title=""Security Analysis of Top-Ranked mHealth Fitness Apps: An Empirical Study"",
booktitle=""Secure IT Systems"",
year=""2025"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""364--381"",
abstract=""Mobile health applications (mHealth apps), particularly in the health and fitness category, have experienced an increase in popularity due to their convenience and availability. However, this widespread adoption raises concerns regarding the security of the user's data. In this study, we investigate the security vulnerabilities of ten top-ranked Android health and fitness apps, a set that accounts for 237 million downloads. We performed several static and dynamic security analyses using tools such as the Mobile Security Framework (MobSF) and Android emulators. We also checked the server's security levels with Qualys SSL, which allowed us to gain insights into the security posture of the servers communicating with the mHealth fitness apps. Our findings revealed many vulnerabilities, such as insecure coding, hardcoded sensitive information, over-privileged permissions, misconfiguration, and excessive communication with third-party domains. For instance, some apps store their database API key directly in the code while also exposing their database URL. We found insecure encryption methods in six apps, such as using AES with ECB mode. Two apps communicated with an alarming number of approximately 230 domains each, and a third app with over 100 domains, exacerbating privacy linkability threats. The study underscores the importance of continuous security assessments of top-ranked mHealth fitness apps to better understand the threat landscape and inform app developers."",
isbn=""978-3-031-79007-2""
}"
Automate Development Tasks and Workflow with GitHub Actions,10.1007/979-8-8688-0369-7_8,2024,Mastering GitHub Enterprise Management and Administration,Balu Nivrutti Ilag; AjayKumar P. Baljoshi; ... Yogesh Athave,https://link.springer.com/chapter/10.1007/979-8-8688-0369-7_8,"@Inbook{Ilag2024,
author=""Ilag, Balu Nivrutti
and P. Baljoshi, AjayKumar
and Sangale, Ganesh J.
and Athave, Yogesh"",
title=""Automate Development Tasks and Workflow with GitHub Actions"",
bookTitle=""Mastering GitHub Enterprise Management and Administration: A Guide for Seamless Management and Collaboration"",
year=""2024"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""619--691"",
abstract=""This chapter focuses on using GitHub Actions to automate repetitive tasks and workflows, ultimately helping to streamline development processes and enhance productivity along some examples of automating GitHub administration."",
isbn=""979-8-8688-0369-7"",
doi=""10.1007/979-8-8688-0369-7_8"",
url=""https://doi.org/10.1007/979-8-8688-0369-7_8""
}"
Vulnerabilities in Smart Contracts of Decentralized Blockchain,10.1007/978-981-99-9811-1_44,2024,Cyber Security and Digital Forensics,Anurag Singh; Kapil Sharma; Pradeepta Kumar Sarangi,https://link.springer.com/chapter/10.1007/978-981-99-9811-1_44,"@InProceedings{10.1007/978-981-99-9811-1_44,
author=""Singh, Anurag
and Sharma, Kapil
and Sarangi, Pradeepta Kumar"",
editor=""Roy, Nihar Ranjan
and Tanwar, Sudeep
and Batra, Usha"",
title=""Vulnerabilities in Smart Contracts of Decentralized Blockchain"",
booktitle=""Cyber Security and Digital Forensics"",
year=""2024"",
publisher=""Springer Nature Singapore"",
address=""Singapore"",
pages=""551--566"",
abstract=""In the recent years, there has been a tremendous surge in the popularity of blockchain, even more so since smart contracts started getting used on top of the blockchain protocols. Smart contract are low-level code scripts running on the blockchain which are also automated. Because of being automated, smart contracts can take place of a trusted 3rd party with Peer-to-Peer transaction taking place using this technology. Because of their productivity alongside blockchain the popularity of smart contracts has soared in recent times, to the extent that a huge amount of money is being exchanged every day in the finance world using this blockchain-based technology. Nevertheless, no system can be completely foolproof and safe, which is also true for smart contracts as they can be vulnerable. There have been several instances where the management of smart contracts has resulted in conflicts or issues, which have become the biggest concern of the smart contract developers and the users. Since the use of smart contracts started with Ethereum blockchain, it has advanced in many aspects but also have gotten exploited again and again because of the vulnerabilities. This paper presents a survey of research work done on the vulnerabilities of smart contracts, highlighting the common vulnerabilities mentioned in these papers alongside their corresponding prevention methods. Additionally, we examine the common shortcomings found in these papers."",
isbn=""978-981-99-9811-1""
}"
Develop and Maintain Secure Systems and Software,10.1007/978-1-4842-9288-4_7,2023,The Definitive Guide to PCI DSS Version 4,Arthur B. Cooper Jr.; Jeff Hall; ... Ben Rothke,https://link.springer.com/chapter/10.1007/978-1-4842-9288-4_7,"@Inbook{CooperJr.2023,
author=""Cooper Jr., Arthur B.
and Hall, Jeff
and Mundhenk, David
and Rothke, Ben"",
title=""Develop and Maintain Secure Systems and Software"",
bookTitle=""The Definitive Guide to PCI DSS Version 4: Documentation, Compliance, and Management"",
year=""2023"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""81--93"",
abstract=""Statistically speaking, a significant number of data breaches have been caused by flaws in applications and by the hackers who attempted to exploit them. In addition, hackers and threat actors repeatedly target payment applications including ecommerce sites. They do so because that's where the money is. Payment card applications have been specifically targeted for two decades or more. This is why the major card brands have, and do still maintain, their own payment card security programs in addition to supporting the spirit and intent of the PCI SSC and the PCI Data Security Standard (DSS)."",
isbn=""978-1-4842-9288-4"",
doi=""10.1007/978-1-4842-9288-4_7"",
url=""https://doi.org/10.1007/978-1-4842-9288-4_7""
}"
Generic Security Risk Profile of e-Governance Applications—a Case Study,10.1007/978-981-16-1342-5_57,2022,"Emerging Research in Computing, Information, Communication and Applications",B. S. Kumar; V. Sridhar; K. R. Sudhindra,https://link.springer.com/chapter/10.1007/978-981-16-1342-5_57,"@InProceedings{10.1007/978-981-16-1342-5_57,
author=""Kumar, B. S.
and Sridhar, V.
and Sudhindra, K. R."",
editor=""Shetty, N. R.
and Patnaik, L. M.
and Nagaraj, H. C.
and Hamsavath, Prasad N.
and Nalini, N."",
title=""Generic Security Risk Profile of e-Governance Applications---a Case Study"",
booktitle=""Emerging Research in Computing, Information, Communication and Applications"",
year=""2022"",
publisher=""Springer Singapore"",
address=""Singapore"",
pages=""731--741"",
abstract=""Over last few years, e-Governance in India has made rapid progress and adopted global best practices to enhance in terms of the citizen-centricity, reach, connectivity, efficiency, transparency, accountability and availability. The service maturity level has seen exponential rise from being interactional, transactional and transformational to connected cum integrated services with guaranteed service level. As e-Governance systems are becoming increasingly critical, complex and connected, the difficulty of achieving application security has increased exponentially. International trends and domestic experiences show that the e-Government services are constant target of organized crime by hackers and prominent government sites are being probed daily. Further, in today's race to build cutting-edge e-Governance business solutions, Web applications are being developed and deployed with lesser attention to critical and widespread security threats. This has made e-Governance application more vulnerable and government can no longer afford to tolerate security issues with high risk values which could hinder delivery of services and impact the confidentiality, integrity and availability of information. To mitigate with appropriate countermeasures and security controls, it is required to identify and estimate risks associated with top potential e-Governance applications security issues that can be exploited. In this context, an attempt is made in this paper to identify and estimate the top potential application security issues to create generic security risk profile specific to e-Governance applications. The security risk profile determined in this paper can subsequently be used as baseline to establish the security strength of the e-Governance application."",
isbn=""978-981-16-1342-5""
}"
Data Integration Process Automation Using Machine Learning: Issues and Solution,10.1007/978-3-031-24628-9_3,2023,Machine Learning for Data Science Handbook,Kartick Chandra Mondal; Swati Saha,https://link.springer.com/chapter/10.1007/978-3-031-24628-9_3,"@Inbook{Mondal2023,
author=""Mondal, Kartick Chandra
and Saha, Swati"",
editor=""Rokach, Lior
and Maimon, Oded
and Shmueli, Erez"",
title=""Data Integration Process Automation Using Machine Learning: Issues and Solution"",
bookTitle=""Machine Learning for Data Science Handbook: Data Mining and Knowledge Discovery Handbook"",
year=""2023"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""39--54"",
abstract=""In today's data-driven world, real-time analysis of enterprise data plays an important role in the organization to take strategic decisions and improve business operations. The availability of data in real time and analyzing those data instantly are becoming a challenge for most organizations. Outdated data do not add any value to an organization. The company needs a reliable, minute-to-minute information to improve operational efficiency and make better proactive business decisions. Typically, running a data warehouse in an enterprise requires coordination of many operations across multiple teams. Also, a lot of manual intervention is required, which is error-prone. Executing all related steps in correct sequences under correct conditions can be a challenge. The automated data integration, specifically, ETL (Extract-Transform-Load) process, is the only solution to address all these problems. Improving ETL process system data flows can provide a better return on your business investment. Since, data across multiple systems are integrated into data warehouse (DWH). There can be quality issues of integrated data that can generate inaccurate analytic. Hence, data need to be pre-processed and optimized for the business intelligence process. Automated data integration, specifically the ETL process, can address the issues of traditional data warehouse related to availability and quality of data. Here, the solution approach of the automated ETL process is explained, which supports continuous integration. It also describes how machine learning can be leveraged in the ETL process so that the quality and availability of data not ever have been compromised."",
isbn=""978-3-031-24628-9"",
doi=""10.1007/978-3-031-24628-9_3"",
url=""https://doi.org/10.1007/978-3-031-24628-9_3""
}"
Governance Model of Harbor Community,10.1007/978-981-19-2727-0_9,2022,The Authoritative Guide on Harbor,Haining Zhang; Yan Wang,https://link.springer.com/chapter/10.1007/978-981-19-2727-0_9,"@Inbook{Zhang2022,
author=""Zhang, Haining
and Wang, Yan"",
title=""Governance Model of Harbor Community"",
bookTitle=""The Authoritative Guide on Harbor: Management and Practice of Cloud Native Artifacts Such as Container Images and Helm Charts"",
year=""2022"",
publisher=""Springer Nature Singapore"",
address=""Singapore"",
pages=""299--313"",
abstract=""The users, contributors and maintainers in the open source community are the driving forces and the source of the development of the Harbor project. It is one of the important reasons why Harbor has been widely used in a relatively short period of time. The Harbor project and its community are an integrated and complementary partnership. This chapter introduces the governance model of the Harbor community and the guidelines for users and contributors to participate in community governance and contribution. Harbor users and distributors should also pay close attention to the security disclosure and response process."",
isbn=""978-981-19-2727-0"",
doi=""10.1007/978-981-19-2727-0_9"",
url=""https://doi.org/10.1007/978-981-19-2727-0_9""
}"
Security and Ethical Considerations When Using ChatGPT,10.1007/979-8-8688-0032-0_6,2023,Unleashing The Power of ChatGPT,Charles Waghmare,https://link.springer.com/chapter/10.1007/979-8-8688-0032-0_6,"@Inbook{Waghmare2023,
author=""Waghmare, Charles"",
title=""Security and Ethical Considerations When Using ChatGPT"",
bookTitle=""Unleashing The Power of ChatGPT: A Real World Business Applications"",
year=""2023"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""111--132"",
abstract=""Due to the increasing integration of AI technologies into mainstream society, ethical and security considerations have to be taken into account. The use of ChatGPT has various advantages and challenges. Among the ethical issues that have to be considered when using ChatGPT are fairness, transparency, and bias. Its training language models may inadvertently reinforce certain biases, and it should adopt practices that are ethical, such as continuous evaluation and data collection that are representative and diverse."",
isbn=""979-8-8688-0032-0"",
doi=""10.1007/979-8-8688-0032-0_6"",
url=""https://doi.org/10.1007/979-8-8688-0032-0_6""
}"
Securing dependencies: A comprehensive study of Dependabot’s impact on vulnerability mitigation,10.1007/s10664-025-10638-w,2025,Empirical Software Engineering,Hamid Mohayeji; Andrei Agaronian; ... Alexander Serebrenik,https://link.springer.com/article/10.1007/s10664-025-10638-w,"@Article{Mohayeji2025,
author=""Mohayeji, Hamid
and Agaronian, Andrei
and Constantinou, Eleni
and Zannone, Nicola
and Serebrenik, Alexander"",
title=""Securing dependencies: A comprehensive study of Dependabot's impact on vulnerability mitigation"",
journal=""Empirical Software Engineering"",
year=""2025"",
month=""Mar"",
day=""31"",
volume=""30"",
number=""3"",
pages=""89"",
abstract=""The growing use of third-party libraries in software development poses a hidden security risk, as vulnerabilities in these libraries can easily spread to dependent applications. Project maintainers must remain vigilant regarding updates and patches for these external libraries, a responsibility that is facilitated by automated tools, also known as bots. This study centers on Dependabot, a widely adopted bot that offers security and version updates. We aim to scrutinize the impact of Dependabot on mitigating vulnerabilities arising from dependencies, preventing potential prolonged security issues in open-source software. We investigate how developers react to security updates provided by Dependabot within engineered and actively maintained JavaScript projects. We also delve into how project attributes, including the integration of tests and continuous integration (CI) tools, influence the acceptance rate of security updates. Additionally, we perform a detailed analysis of the lifespan of each vulnerability to demonstrate how they are dealt with when Dependabot is in use. Our findings reveal a significant reliance on Dependabot by developers for managing security vulnerabilities in dependencies, with most updates being merged swiftly within days. We find that projects equipped with tests and CI tools are more likely to merge security updates. Conversely, when developers opt not to merge a security update, they often manually address the identified vulnerability. This manual approach, however, could span over several months, potentially exposing projects to security risks. Crucially, in many instances, the manual fixes are potentially inspired by earlier security updates, underscoring Dependabot's pivotal role in safeguarding dependencies."",
issn=""1573-7616"",
doi=""10.1007/s10664-025-10638-w"",
url=""https://doi.org/10.1007/s10664-025-10638-w""
}"
"Improving Android Application Quality Through Extendable, Automated Security Testing",10.1007/978-3-031-09640-2_12,2023,Emerging Trends in Cybersecurity Applications,Nuno Realista; Francisco Palma; ... Ana Almeida,https://link.springer.com/chapter/10.1007/978-3-031-09640-2_12,"@Inbook{Realista2023,
author=""Realista, Nuno
and Palma, Francisco
and Serr{\~a}o, Carlos
and Nunes, Lu{\'i}s
and Almeida, Ana"",
editor=""Daimi, Kevin
and Alsadoon, Abeer
and Peoples, Cathryn
and El Madhoun, Nour"",
title=""Improving Android Application Quality Through Extendable, Automated Security Testing"",
bookTitle=""Emerging Trends in Cybersecurity Applications"",
year=""2023"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""251--274"",
abstract=""Users trust their most sensitive data to their mobile devices and installed applications. These applications continuously collect information about users and their interactions and store that data locally or share it over the network. App stores provide these applications for the user devices and act as trust gateways between the application developers and the end users, providing the needed assurance to the user that the application to be installed can be trusted. However, this process is far from ideal, mainly because App Stores usually validate developed applications submitted against antivirus and antimalware scrutiny but do not look at applications from a holistic security perspective. This chapter proposes, specifies and tests a system developed to improve Android applications' security. This system is based on the automated testing of submitted apps and identifying potential security vulnerabilities to improve the apps' development process, resulting in the overall improvement of the app ecosystem security both on the App Stores and on the end user's devices. The source code of the system is available through a GitHub repository for public contribution."",
isbn=""978-3-031-09640-2"",
doi=""10.1007/978-3-031-09640-2_12"",
url=""https://doi.org/10.1007/978-3-031-09640-2_12""
}"
The realist approach for evaluation of computational intelligence in software engineering,10.1007/s11334-020-00383-2,2021,Innovations in Systems and Software Engineering,Raghavendra Rao Althar; Debabrata Samanta,https://link.springer.com/article/10.1007/s11334-020-00383-2,"@Article{Althar2021,
author=""Althar, Raghavendra Rao
and Samanta, Debabrata"",
title=""The realist approach for evaluation of computational intelligence in software engineering"",
journal=""Innovations in Systems and Software Engineering"",
year=""2021"",
month=""Mar"",
day=""01"",
volume=""17"",
number=""1"",
pages=""17--27"",
abstract=""Secured software development must employ a security mindset across software engineering practices. Software security must be considered during the requirements phase so that it is included throughout the development phase. Do the requirements gathering team get the proper input from the technical team? This paper unearths some of the data sources buried within software development phases and describes the potential approaches to understand them. Concepts such as machine learning and deep learning are explored to understand the data sources and explore how these learnings can be provided to the requirements gathering team. This knowledge system will help bring objectivity in the conversations between the requirements gathering team and the customer's business team. A literature review is also done to secure requirements management and identify the possible gaps in providing future research direction to enhance our understanding. Feature engineering in the landscape of software development is explored to understand the data sources. Experts offer their insight on the root cause of the lack of security focus in requirements gathering practices. The core theme is statistical modeling of all the software artifacts that hold information related to the software development life cycle. Strengthening of some traditional methods like threat modeling is also a key area explored. Subjectivity involved in these approaches can be made more objective."",
issn=""1614-5054"",
doi=""10.1007/s11334-020-00383-2"",
url=""https://doi.org/10.1007/s11334-020-00383-2""
}"
