title,url,bibtex,bibtex_type,bibtex_title,bibtex_year,language
Fixseeker: An Empirical Driven Graph-based Approach for Detecting Silent Vulnerability Fixes in Open Source Software,,2025,http://arxiv.org/abs/2503.20265v1,"@misc{cheng2025fixseekerempiricaldrivengraphbased,
      title={Fixseeker: An Empirical Driven Graph-based Approach for Detecting Silent Vulnerability Fixes in Open Source Software}, 
      author={Yiran Cheng and Ting Zhang and Lwin Khin Shar and Zhe Lang and David Lo and Shichao Lv and Dongliang Fang and Zhiqiang Shi and Limin Sun},
      year={2025},
      eprint={2503.20265},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2503.20265}, 
}",en,misc
PatchSeeker: Mapping NVD Records to their Vulnerability-fixing Commits with LLM Generated Commits and Embeddings,,2025,http://arxiv.org/abs/2509.07540v1,"@misc{nguyen2025patchseekermappingnvdrecords,
      title={PatchSeeker: Mapping NVD Records to their Vulnerability-fixing Commits with LLM Generated Commits and Embeddings}, 
      author={Huu Hung Nguyen and Anh Tuan Nguyen and Thanh Le-Cong and Yikun Li and Han Wei Ang and Yide Yin and Frank Liauw and Shar Lwin Khin and Ouh Eng Lieh and Ting Zhang and David Lo},
      year={2025},
      eprint={2509.07540},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2509.07540}, 
}",en,misc
Enhancing Security Patch Identification by Capturing Structures in Commits,,2022,http://arxiv.org/abs/2207.09022v1,"@misc{wu2022enhancingsecuritypatchidentification,
      title={Enhancing Security Patch Identification by Capturing Structures in Commits}, 
      author={Bozhi Wu and Shangqing Liu and Ruitao Feng and Xiaofei Xie and Jingkai Siow and Shang-Wei Lin},
      year={2022},
      eprint={2207.09022},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2207.09022}, 
}",en,misc
Multi-Granularity Detector for Vulnerability Fixes,,2023,http://arxiv.org/abs/2305.13884v1,"@misc{nguyen2023multigranularitydetectorvulnerabilityfixes,
      title={Multi-Granularity Detector for Vulnerability Fixes}, 
      author={Truong Giang Nguyen and Thanh Le-Cong and Hong Jin Kang and Ratnadira Widyasari and Chengran Yang and Zhipeng Zhao and Bowen Xu and Jiayuan Zhou and Xin Xia and Ahmed E. Hassan and Xuan-Bach D. Le and David Lo},
      year={2023},
      eprint={2305.13884},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2305.13884}, 
}",en,misc
VulCurator: A Vulnerability-Fixing Commit Detector,,2022,http://arxiv.org/abs/2209.03260v1,"@misc{nguyen2022vulcuratorvulnerabilityfixingcommitdetector,
      title={VulCurator: A Vulnerability-Fixing Commit Detector}, 
      author={Truong Giang Nguyen and Thanh Le-Cong and Hong Jin Kang and Xuan-Bach D. Le and David Lo},
      year={2022},
      eprint={2209.03260},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2209.03260}, 
}",en,misc
Silent Vulnerable Dependency Alert Prediction with Vulnerability Key Aspect Explanation,,2023,http://arxiv.org/abs/2302.07445v1,"@misc{sun2023silentvulnerabledependencyalert,
      title={Silent Vulnerable Dependency Alert Prediction with Vulnerability Key Aspect Explanation}, 
      author={Jiamou Sun and Zhenchang Xing and Qinghua Lu and Xiwei Xu and Liming Zhu and Thong Hoang and Dehai Zhao},
      year={2023},
      eprint={2302.07445},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2302.07445}, 
}",en,misc
Learning to Catch Security Patches,,2020,http://arxiv.org/abs/2001.09148v1,"@misc{sawadogo2020learningcatchsecuritypatches,
      title={Learning to Catch Security Patches}, 
      author={Arthur D. Sawadogo and Tegawendé F. Bissyandé and Naouel Moha and Kevin Allix and Jacques Klein and Li Li and Yves Le Traon},
      year={2020},
      eprint={2001.09148},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2001.09148}, 
}",en,misc
Repository-Level Graph Representation Learning for Enhanced Security Patch Detection,,2024,http://arxiv.org/abs/2412.08068v1,"@misc{wen2024repositorylevelgraphrepresentationlearning,
      title={Repository-Level Graph Representation Learning for Enhanced Security Patch Detection}, 
      author={Xin-Cheng Wen and Zirui Lin and Cuiyun Gao and Hongyu Zhang and Yong Wang and Qing Liao},
      year={2024},
      eprint={2412.08068},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2412.08068}, 
}",en,misc
Client-Side Zero-Shot LLM Inference for Comprehensive In-Browser URL Analysis,,2025,http://arxiv.org/abs/2506.03656v1,"@misc{cohen2025clientsidezeroshotllminference,
      title={Client-Side Zero-Shot LLM Inference for Comprehensive In-Browser URL Analysis}, 
      author={Avihay Cohen},
      year={2025},
      eprint={2506.03656},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2506.03656}, 
}",en,misc
Source Code Analysis to Remove Security Vulnerabilities in Java Socket Programs: A Case Study,10.5121/ijnsa.2013.5101,2013,http://arxiv.org/abs/1302.1338v1,"@misc{meghanathan2013sourcecodeanalysisremove,
      title={Source Code Analysis to Remove Security Vulnerabilities in Java Socket Programs: A Case Study}, 
      author={Natarajan Meghanathan},
      year={2013},
      eprint={1302.1338},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      doi={https://doi.org/10.5121/ijnsa.2013.5101},
      url={https://arxiv.org/abs/1302.1338}, 
}",en,misc
Security Vulnerability Detection Using Deep Learning Natural Language Processing,,2021,http://arxiv.org/abs/2105.02388v1,"@misc{ziems2021securityvulnerabilitydetectionusing,
      title={Security Vulnerability Detection Using Deep Learning Natural Language Processing}, 
      author={Noah Ziems and Shaoen Wu},
      year={2021},
      eprint={2105.02388},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2105.02388}, 
}",en,misc
NatiDroid: Cross-Language Android Permission Specification,,2021,http://arxiv.org/abs/2111.08217v1,"@misc{li2021natidroidcrosslanguageandroidpermission,
      title={NatiDroid: Cross-Language Android Permission Specification}, 
      author={Chaoran Li and Xiao Chen and Ruoxi Sun and Jason Xue and Sheng Wen and Muhammad Ejaz Ahmed and Seyit Camtepe and Yang Xiang},
      year={2021},
      eprint={2111.08217},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2111.08217}, 
}",en,misc
Case Study: Fine-tuning Small Language Models for Accurate and Private CWE Detection in Python Code,,2025,http://arxiv.org/abs/2504.16584v1,"@misc{bappy2025casestudyfinetuningsmall,
      title={Case Study: Fine-tuning Small Language Models for Accurate and Private CWE Detection in Python Code}, 
      author={Md. Azizul Hakim Bappy and Hossen A Mustafa and Prottoy Saha and Rajinus Salehat},
      year={2025},
      eprint={2504.16584},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2504.16584}, 
}",en,misc
Understanding Static Code Warnings: an Incremental AI Approach,,2019,http://arxiv.org/abs/1911.01387v3,"@misc{yang2020understandingstaticcodewarnings,
      title={Understanding Static Code Warnings: an Incremental AI Approach}, 
      author={Xueqi Yang and Zhe Yu and Junjie Wang and Tim Menzies},
      year={2020},
      eprint={1911.01387},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/1911.01387}, 
}",en,misc
Industrial Experience of Finding Cryptographic Vulnerabilities in Large-scale Codebases,,2020,http://arxiv.org/abs/2007.06122v2,"@misc{xiao2022industrialexperiencefindingcryptographic,
      title={Industrial Experience of Finding Cryptographic Vulnerabilities in Large-scale Codebases}, 
      author={Ya Xiao and Yang Zhao and Nicholas Allen and Nathan Keynes and Danfeng and Yao and Cristina Cifuentes},
      year={2022},
      eprint={2007.06122},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2007.06122}, 
}",en,misc
Context-Enhanced Vulnerability Detection Based on Large Language Model,,2025,http://arxiv.org/abs/2504.16877v1,"@misc{yang2025contextenhancedvulnerabilitydetectionbased,
      title={Context-Enhanced Vulnerability Detection Based on Large Language Model}, 
      author={Yixin Yang and Bowen Xu and Xiang Gao and Hailong Sun},
      year={2025},
      eprint={2504.16877},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2504.16877}, 
}",en,misc
Finetuning Large Language Models for Vulnerability Detection,,2024,http://arxiv.org/abs/2401.17010v5,"@misc{shestov2024finetuninglargelanguagemodels,
      title={Finetuning Large Language Models for Vulnerability Detection}, 
      author={Alexey Shestov and Rodion Levichev and Ravil Mussabayev and Evgeny Maslov and Anton Cheshkov and Pavel Zadorozhny},
      year={2024},
      eprint={2401.17010},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2401.17010}, 
}",en,misc
Vulnerability Detection via Topological Analysis of Attention Maps,,2024,http://arxiv.org/abs/2410.03470v1,"@misc{snopov2024vulnerabilitydetectiontopologicalanalysis,
      title={Vulnerability Detection via Topological Analysis of Attention Maps}, 
      author={Pavel Snopov and Andrey Nikolaevich Golubinskiy},
      year={2024},
      eprint={2410.03470},
      archivePrefix={arXiv},
      primaryClass={cs.LG},
      url={https://arxiv.org/abs/2410.03470}, 
}",en,misc
VulCatch: Enhancing Binary Vulnerability Detection through CodeT5 Decompilation and KAN Advanced Feature Extraction,,2024,http://arxiv.org/abs/2408.07181v1,"@misc{chukkol2024vulcatchenhancingbinaryvulnerability,
      title={VulCatch: Enhancing Binary Vulnerability Detection through CodeT5 Decompilation and KAN Advanced Feature Extraction}, 
      author={Abdulrahman Hamman Adama Chukkol and Senlin Luo and Kashif Sharif and Yunusa Haruna and Muhammad Muhammad Abdullahi},
      year={2024},
      eprint={2408.07181},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2408.07181}, 
}",en,misc
EnStack: An Ensemble Stacking Framework of Large Language Models for Enhanced Vulnerability Detection in Source Code,,2024,http://arxiv.org/abs/2411.16561v1,"@misc{ridoy2024enstackensemblestackingframework,
      title={EnStack: An Ensemble Stacking Framework of Large Language Models for Enhanced Vulnerability Detection in Source Code}, 
      author={Shahriyar Zaman Ridoy and Md. Shazzad Hossain Shaon and Alfredo Cuzzocrea and Mst Shapna Akter},
      year={2024},
      eprint={2411.16561},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2411.16561}, 
}",en,misc
Reasoning with LLMs for Zero-Shot Vulnerability Detection,,2025,http://arxiv.org/abs/2503.17885v1,"@misc{zibaeirad2025reasoningllmszeroshotvulnerability,
      title={Reasoning with LLMs for Zero-Shot Vulnerability Detection}, 
      author={Arastoo Zibaeirad and Marco Vieira},
      year={2025},
      eprint={2503.17885},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2503.17885}, 
}",en,misc
QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration,,2025,http://arxiv.org/abs/2506.23644v3,"@misc{hu2025qlproautomatedcodevulnerability,
      title={QLPro: Automated Code Vulnerability Discovery via LLM and Static Code Analysis Integration}, 
      author={Junze Hu and Xiangyu Jin and Yizhe Zeng and Yuling Liu and Yunpeng Li and Dan Du and Kaiyu Xie and Hongsong Zhu},
      year={2025},
      eprint={2506.23644},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2506.23644}, 
}",en,misc
LuaTaint: A Static Analysis System for Web Configuration Interface Vulnerability of Internet of Things Devices,10.1109/JIOT.2024.3490661,2024,http://arxiv.org/abs/2402.16043v2,"@misc{xiang2024luataintstaticanalysisweb,
      title={LuaTaint: A Static Analysis System for Web Configuration Interface Vulnerability of Internet of Things Devices}, 
      author={Jiahui Xiang and Lirong Fu and Tong Ye and Peiyu Liu and Huan Le and Liming Zhu and Wenhai Wang},
      year={2024},
      eprint={2402.16043},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      doi={https://doi.org/10.1109/JIOT.2024.3490661},
      url={https://arxiv.org/abs/2402.16043}, 
}",en,misc
MANDO: Multi-Level Heterogeneous Graph Embeddings for Fine-Grained Detection of Smart Contract Vulnerabilities,,2022,http://arxiv.org/abs/2208.13252v2,"@misc{nguyen2022mandomultilevelheterogeneousgraph,
      title={MANDO: Multi-Level Heterogeneous Graph Embeddings for Fine-Grained Detection of Smart Contract Vulnerabilities}, 
      author={Hoang H. Nguyen and Nhat-Minh Nguyen and Chunyao Xie and Zahra Ahmadi and Daniel Kudendo and Thanh-Nam Doan and Lingxiao Jiang},
      year={2022},
      eprint={2208.13252},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2208.13252}, 
}",en,misc
RampoNN: A Reachability-Guided System Falsification for Efficient Cyber-Kinetic Vulnerability Detection,,2025,http://arxiv.org/abs/2511.16765v1,"@misc{tsujio2025ramponnreachabilityguidedfalsificationefficient,
      title={RampoNN: A Reachability-Guided System Falsification for Efficient Cyber-Kinetic Vulnerability Detection}, 
      author={Kohei Tsujio and Mohammad Abdullah Al Faruque and Yasser Shoukry},
      year={2025},
      eprint={2511.16765},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2511.16765}, 
}",en,misc
LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security,,2025,http://arxiv.org/abs/2509.15433v3,"@misc{agrawal2025llmdrivensastgeniushybridstatic,
      title={LLM-Driven SAST-Genius: A Hybrid Static Analysis Framework for Comprehensive and Actionable Security}, 
      author={Vaibhav Agrawal and Kiarash Ahi},
      year={2025},
      eprint={2509.15433},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2509.15433}, 
}",en,misc
Boosting Cybersecurity Vulnerability Scanning based on LLM-supported Static Application Security Testing,,2024,http://arxiv.org/abs/2409.15735v3,"@misc{keltek2024boostingcybersecurityvulnerabilityscanning,
      title={Boosting Cybersecurity Vulnerability Scanning based on LLM-supported Static Application Security Testing}, 
      author={Mete Keltek and Rong Hu and Mohammadreza Fani Sani and Ziyue Li},
      year={2024},
      eprint={2409.15735},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2409.15735}, 
}",en,misc
UniBOM -- A Unified SBOM Analysis and Visualisation Tool for IoT Systems and Beyond,,2025,http://arxiv.org/abs/2511.22359v1,"@misc{safronov2025unibomunifiedsbom,
      title={UniBOM -- A Unified SBOM Analysis and Visualisation Tool for IoT Systems and Beyond}, 
      author={Vadim Safronov and Ionut Bostan and Nicholas Allott and Andrew Martin},
      year={2025},
      eprint={2511.22359},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2511.22359}, 
}",en,misc
Adaptive Plan-Execute Framework for Smart Contract Security Auditing,,2025,http://arxiv.org/abs/2505.15242v2,"@misc{wei2025adaptiveplanexecuteframeworksmart,
      title={Adaptive Plan-Execute Framework for Smart Contract Security Auditing}, 
      author={Zhiyuan Wei and Jing Sun and Zijian Zhang and Zhe Hou and Zixiao Zhao},
      year={2025},
      eprint={2505.15242},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2505.15242}, 
}",en,misc
TraceLLM: Security Diagnosis Through Traces and Smart Contracts in Ethereum,,2025,http://arxiv.org/abs/2509.03037v1,"@misc{wang2025tracellmsecuritydiagnosistraces,
      title={TraceLLM: Security Diagnosis Through Traces and Smart Contracts in Ethereum}, 
      author={Shuzheng Wang and Yue Huang and Zhuoer Xu and Yuming Huang and Jing Tang},
      year={2025},
      eprint={2509.03037},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2509.03037}, 
}",en,misc
Efficient Code Analysis via Graph-Guided Large Language Models,,2026,http://arxiv.org/abs/2601.12890v2,"@misc{gao2026efficientcodeanalysisgraphguided,
      title={Efficient Code Analysis via Graph-Guided Large Language Models}, 
      author={Hang Gao and Tao Peng and Baoquan Cui and Hong Huang and Fengge Wu and Junsuo Zhao and Jian Zhang},
      year={2026},
      eprint={2601.12890},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2601.12890}, 
}",en,misc
Unsupervised Binary Code Translation with Application to Code Similarity Detection and Vulnerability Discovery,,2024,http://arxiv.org/abs/2404.19025v1,"@misc{ahmad2024unsupervisedbinarycodetranslation,
      title={Unsupervised Binary Code Translation with Application to Code Similarity Detection and Vulnerability Discovery}, 
      author={Iftakhar Ahmad and Lannan Luo},
      year={2024},
      eprint={2404.19025},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2404.19025}, 
}",en,misc
VulnEx: Exploring Open-Source Software Vulnerabilities in Large Development Organizations to Understand Risk Exposure,10.1109/VizSec53666.2021.00014,2021,http://arxiv.org/abs/2108.06259v3,"@misc{dennig2022vulnexexploringopensourcesoftware,
      title={VulnEx: Exploring Open-Source Software Vulnerabilities in Large Development Organizations to Understand Risk Exposure}, 
      author={Frederik L. Dennig and Eren Cakmak and Henrik Plate and Daniel A. Keim},
      year={2022},
      eprint={2108.06259},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      doi={https://doi.org/10.1109/VizSec53666.2021.00014},
      url={https://arxiv.org/abs/2108.06259}, 
}",en,misc
Detecting Vulnerabilities in Encrypted Software Code while Ensuring Code Privacy,,2025,http://arxiv.org/abs/2501.09191v1,"@misc{martins2025detectingvulnerabilitiesencryptedsoftware,
      title={Detecting Vulnerabilities in Encrypted Software Code while Ensuring Code Privacy}, 
      author={Jorge Martins and David Dantas and Rafael Ramires and Bernardo Ferreira and Ibéria Medeiros},
      year={2025},
      eprint={2501.09191},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2501.09191}, 
}",en,misc
PTAuth: Temporal Memory Safety via Robust Points-to Authentication,,2020,http://arxiv.org/abs/2002.07936v3,"@misc{farkhani2020ptauthtemporalmemorysafety,
      title={PTAuth: Temporal Memory Safety via Robust Points-to Authentication}, 
      author={Reza Mirzazade Farkhani and Mansour Ahmadi and Long Lu},
      year={2020},
      eprint={2002.07936},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2002.07936}, 
}",en,misc
Semantic Learning and Emulation Based Cross-platform Binary Vulnerability Seeker,10.1109/TSE.2019.2956932,2022,http://arxiv.org/abs/2211.05441v1,"@misc{gao2022semanticlearningemulationbased,
      title={Semantic Learning and Emulation Based Cross-platform Binary Vulnerability Seeker}, 
      author={Jian Gao and Yu Jiang and Zhe Liu and Xin Yang and Cong Wang and Xun Jiao and Zijiang Yang and Jiaguang Sun},
      year={2022},
      eprint={2211.05441},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      doi={https://doi.org/10.1109/TSE.2019.2956932},
      url={https://arxiv.org/abs/2211.05441}, 
}",en,misc
CHOP: Bypassing Runtime Bounds Checking Through Convex Hull OPtimization,,2019,http://arxiv.org/abs/1907.04241v1,"@misc{chen2019chopbypassingruntimebounds,
      title={CHOP: Bypassing Runtime Bounds Checking Through Convex Hull OPtimization}, 
      author={Yurong Chen and Hongfa Xue and Tian Lan and Guru Venkataramani},
      year={2019},
      eprint={1907.04241},
      archivePrefix={arXiv},
      primaryClass={cs.PL},
      url={https://arxiv.org/abs/1907.04241}, 
}",en,misc
Evaluating Large Language Models for Line-Level Vulnerability Localization,,2024,http://arxiv.org/abs/2404.00287v2,"@misc{zhang2025evaluatinglargelanguagemodels,
      title={Evaluating Large Language Models for Line-Level Vulnerability Localization}, 
      author={Jian Zhang and Chong Wang and Anran Li and Weisong Sun and Cen Zhang and Wei Ma and Yang Liu},
      year={2025},
      eprint={2404.00287},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2404.00287}, 
}",en,misc
CommitShield: Tracking Vulnerability Introduction and Fix in Version Control Systems,,2025,http://arxiv.org/abs/2501.03626v1,"@misc{wu2025commitshieldtrackingvulnerabilityintroduction,
      title={CommitShield: Tracking Vulnerability Introduction and Fix in Version Control Systems}, 
      author={Zhaonan Wu and Yanjie Zhao and Chen Wei and Zirui Wan and Yue Liu and Haoyu Wang},
      year={2025},
      eprint={2501.03626},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2501.03626}, 
}",en,misc
A Uniform Representation of Classical and Quantum Source Code for Static Code Analysis,10.1109/QCE57702.2023.00115,2023,http://arxiv.org/abs/2308.06113v2,"@misc{kaul2023uniformrepresentationclassicalquantum,
      title={A Uniform Representation of Classical and Quantum Source Code for Static Code Analysis}, 
      author={Maximilian Kaul and Alexander Küchler and Christian Banse},
      year={2023},
      eprint={2308.06113},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      doi={https://doi.org/10.1109/QCE57702.2023.00115},
      url={https://arxiv.org/abs/2308.06113}, 
}",en,misc
Static Application Security Testing of Consensus-Critical Code in the Cosmos Network,,2023,http://arxiv.org/abs/2308.10613v1,"@misc{surmont2023staticapplicationsecuritytesting,
      title={Static Application Security Testing of Consensus-Critical Code in the Cosmos Network}, 
      author={Jasper Surmont and Weihong Wang and Tom Van Cutsem},
      year={2023},
      eprint={2308.10613},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2308.10613}, 
}",en,misc
MARFCAT: Transitioning to Binary and Larger Data Sets of SATE IV,,2012,http://arxiv.org/abs/1207.3718v2,"@misc{mokhov2013marfcattransitioningbinarylarger,
      title={MARFCAT: Transitioning to Binary and Larger Data Sets of SATE IV}, 
      author={Serguei A. Mokhov and Joey Paquet and Mourad Debbabi and Yankui Sun},
      year={2013},
      eprint={1207.3718},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/1207.3718}, 
}",en,misc
BlueCodeAgent: A Blue Teaming Agent Enabled by Automated Red Teaming for CodeGen AI,,2025,http://arxiv.org/abs/2510.18131v1,"@misc{guo2025bluecodeagentblueteamingagent,
      title={BlueCodeAgent: A Blue Teaming Agent Enabled by Automated Red Teaming for CodeGen AI}, 
      author={Chengquan Guo and Yuzhou Nie and Chulin Xie and Zinan Lin and Wenbo Guo and Bo Li},
      year={2025},
      eprint={2510.18131},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2510.18131}, 
}",en,misc
Conversational Code Analysis: The Future of Secure Coding,,2021,http://arxiv.org/abs/2105.03502v2,"@misc{nembhard2021conversationalcodeanalysisfuture,
      title={Conversational Code Analysis: The Future of Secure Coding}, 
      author={Fitzroy D. Nembhard and Marco M. Carvalho},
      year={2021},
      eprint={2105.03502},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2105.03502}, 
}",en,misc
Security Smells in Android,10.1109/SCAM.2017.24,2020,http://arxiv.org/abs/2006.01181v1,"@misc{ghafari2020securitysmellsandroid,
      title={Security Smells in Android}, 
      author={Mohammad Ghafari and Pascal Gadient and Oscar Nierstrasz},
      year={2020},
      eprint={2006.01181},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      doi={https://doi.org/10.1109/SCAM.2017.24},
      url={https://arxiv.org/abs/2006.01181}, 
}",en,misc
Augmenting Large Language Models with Static Code Analysis for Automated Code Quality Improvements,,2025,http://arxiv.org/abs/2506.10330v1,"@misc{abtahi2025augmentinglargelanguagemodels,
      title={Augmenting Large Language Models with Static Code Analysis for Automated Code Quality Improvements}, 
      author={Seyed Moein Abtahi and Akramul Azim},
      year={2025},
      eprint={2506.10330},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2506.10330}, 
}",en,misc
MultiCFV: Detecting Control Flow Vulnerabilities in Smart Contracts Leveraging Multimodal Deep Learning,,2025,http://arxiv.org/abs/2508.01346v2,"@misc{peng2026multicfvdetectingcontrolflow,
      title={MultiCFV: Detecting Control Flow Vulnerabilities in Smart Contracts Leveraging Multimodal Deep Learning}, 
      author={Hongli Peng and Xiaoqi Li and Wenkai Li},
      year={2026},
      eprint={2508.01346},
      archivePrefix={arXiv},
      primaryClass={cs.CR},
      url={https://arxiv.org/abs/2508.01346}, 
}",en,misc
An Empirical Study of C++ Vulnerabilities in Crowd-Sourced Code Examples,,2019,http://arxiv.org/abs/1910.01321v2,"@misc{verdi2021empiricalstudycvulnerabilities,
      title={An Empirical Study of C++ Vulnerabilities in Crowd-Sourced Code Examples}, 
      author={Morteza Verdi and Ashkan Sami and Jafar Akhondali and Foutse Khomh and Gias Uddin and Alireza Karami Motlagh},
      year={2021},
      eprint={1910.01321},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/1910.01321}, 
}",en,misc
VulAgent: Hypothesis-Validation based Multi-Agent Vulnerability Detection,,2025,http://arxiv.org/abs/2509.11523v1,"@misc{wang2025vulagenthypothesisvalidationbasedmultiagent,
      title={VulAgent: Hypothesis-Validation based Multi-Agent Vulnerability Detection}, 
      author={Ziliang Wang and Ge Li and Jia Li and Hao Zhu and Zhi Jin},
      year={2025},
      eprint={2509.11523},
      archivePrefix={arXiv},
      primaryClass={cs.SE},
      url={https://arxiv.org/abs/2509.11523}, 
}",en,misc
V-Achilles: An Interactive Visualization of Transitive Security Vulnerabilities,10.1145/3551349.3559526,2022,https://dl.acm.org/doi/10.1145/3551349.3559526,"@inproceedings{Jarukitpipat_2022, series={ASE â22}, title={V-Achilles: An Interactive Visualization of Transitive Security Vulnerabilities}, url={http://dx.doi.org/10.1145/3551349.3559526}, DOI={10.1145/3551349.3559526}, booktitle={Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering}, publisher={ACM}, author={Jarukitpipat, Vipawan and Chhun, Klinton and Wanprasert, Wachirayana and Ragkhitwetsagul, Chaiyong and Choetkiertikul, Morakot and Sunetnanta, Thanwadee and Kula, Raula Gaikovina and Chinthanet, Bodin and Ishio, Takashi and Matsumoto, Kenichi}, year={2022}, month=oct, pages={1â4}, collection={ASE â22} }",en,
Compositional Taint Analysis for Enforcing Security Policies at Scale,10.1145/3611643.3613889,2023,https://dl.acm.org/doi/10.1145/3611643.3613889,"@inproceedings{Banerjee_2023, series={ESEC/FSE â23}, title={Compositional Taint Analysis for Enforcing Security Policies at Scale}, url={http://dx.doi.org/10.1145/3611643.3613889}, DOI={10.1145/3611643.3613889}, booktitle={Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering}, publisher={ACM}, author={Banerjee, Subarno and Cui, Siwei and Emmi, Michael and Filieri, Antonio and Hadarean, Liana and Li, Peixuan and Luo, Linghui and Piskachev, Goran and Rosner, NicolÃ¡s and Sengupta, Aritra and Tripp, Omer and Wang, Jingbo}, year={2023}, month=nov, pages={1985â1996}, collection={ESEC/FSE â23} }",en,
A Language-Agnostic Framework for Mining Static Analysis Rules from Code Changes,10.1109/ICSE-SEIP58684.2023.00035,2023,https://dl.acm.org/doi/10.1109/ICSE-SEIP58684.2023.00035,"@inproceedings{Effendi_2023, title={A Language-agnostic Framework for Mining Static Analysis Rules from Code Changes}, url={http://dx.doi.org/10.1109/ICSE-SEIP58684.2023.00035}, DOI={10.1109/icse-seip58684.2023.00035}, booktitle={2023 IEEE/ACM 45th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP)}, publisher={IEEE}, author={Effendi, Sedick David Baker and Ãirisci, Berk and Mukherjee, Rajdeep and Nguyen, Hoan Anh and Tripp, Omer}, year={2023}, month=may, pages={327â339} }",en,
